exercise_type_id,step_id,step_text,step_next_step_id,format,score,is_first_step,possible_answer_id,possible_answer_next_step_id,answer_text,answer_interpretation
1486,13677,"<p>How many times does a <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\frac{1}{2}""><span class=""ML__strut"" style=""height:1.33em""></span><span class=""ML__strut--bottom"" style=""height:2.01em;vertical-align:-0.68em""></span><span class=""ML__base""><span class=""mfrac""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.33em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">2</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">1</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span>﻿</span>﻿</span>﻿</span> liter fit in <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434""><span class=""ML__strut"" style=""height:0.65em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span></span></span></span>﻿</span>﻿</span>﻿</span> liters?</p><p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434:\:\frac{1}{2}\:=\:\cdot\cdot\cdot""><span class=""ML__strut"" style=""height:1.33em""></span><span class=""ML__strut--bottom"" style=""height:2.01em;vertical-align:-0.68em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span><span class=""ML__cmr"" style=""margin-left:0.28em"">:</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.33em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">2</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">1</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">⋅</span><span class=""ML__cmr"" style=""margin-left:0.23em"">⋅</span><span class=""ML__cmr"" style=""margin-left:0.23em"">⋅</span></span></span></span>﻿</span>﻿</span>﻿</span></p>",,multi-choice,10,false,15728,13678,<p>6868</p>,correct
1486,13677,"<p>How many times does a <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\frac{1}{2}""><span class=""ML__strut"" style=""height:1.33em""></span><span class=""ML__strut--bottom"" style=""height:2.01em;vertical-align:-0.68em""></span><span class=""ML__base""><span class=""mfrac""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.33em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">2</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">1</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span>﻿</span>﻿</span>﻿</span> liter fit in <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434""><span class=""ML__strut"" style=""height:0.65em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span></span></span></span>﻿</span>﻿</span>﻿</span> liters?</p><p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434:\:\frac{1}{2}\:=\:\cdot\cdot\cdot""><span class=""ML__strut"" style=""height:1.33em""></span><span class=""ML__strut--bottom"" style=""height:2.01em;vertical-align:-0.68em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span><span class=""ML__cmr"" style=""margin-left:0.28em"">:</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.33em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">2</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">1</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">⋅</span><span class=""ML__cmr"" style=""margin-left:0.23em"">⋅</span><span class=""ML__cmr"" style=""margin-left:0.23em"">⋅</span></span></span></span>﻿</span>﻿</span>﻿</span></p>",,multi-choice,10,false,15729,13675,<p>13736</p>,incorrect
1486,13677,"<p>How many times does a <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\frac{1}{2}""><span class=""ML__strut"" style=""height:1.33em""></span><span class=""ML__strut--bottom"" style=""height:2.01em;vertical-align:-0.68em""></span><span class=""ML__base""><span class=""mfrac""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.33em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">2</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">1</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span>﻿</span>﻿</span>﻿</span> liter fit in <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434""><span class=""ML__strut"" style=""height:0.65em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span></span></span></span>﻿</span>﻿</span>﻿</span> liters?</p><p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434:\:\frac{1}{2}\:=\:\cdot\cdot\cdot""><span class=""ML__strut"" style=""height:1.33em""></span><span class=""ML__strut--bottom"" style=""height:2.01em;vertical-align:-0.68em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span><span class=""ML__cmr"" style=""margin-left:0.28em"">:</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.33em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">2</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">1</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">⋅</span><span class=""ML__cmr"" style=""margin-left:0.23em"">⋅</span><span class=""ML__cmr"" style=""margin-left:0.23em"">⋅</span></span></span></span>﻿</span>﻿</span>﻿</span></p>",,multi-choice,10,false,15730,13675,<p>1717</p>,incorrect
1486,13677,"<p>How many times does a <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\frac{1}{2}""><span class=""ML__strut"" style=""height:1.33em""></span><span class=""ML__strut--bottom"" style=""height:2.01em;vertical-align:-0.68em""></span><span class=""ML__base""><span class=""mfrac""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.33em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">2</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">1</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span>﻿</span>﻿</span>﻿</span> liter fit in <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434""><span class=""ML__strut"" style=""height:0.65em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span></span></span></span>﻿</span>﻿</span>﻿</span> liters?</p><p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434:\:\frac{1}{2}\:=\:\cdot\cdot\cdot""><span class=""ML__strut"" style=""height:1.33em""></span><span class=""ML__strut--bottom"" style=""height:2.01em;vertical-align:-0.68em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span><span class=""ML__cmr"" style=""margin-left:0.28em"">:</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.33em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">2</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">1</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">⋅</span><span class=""ML__cmr"" style=""margin-left:0.23em"">⋅</span><span class=""ML__cmr"" style=""margin-left:0.23em"">⋅</span></span></span></span>﻿</span>﻿</span>﻿</span></p>",,multi-choice,10,false,15732,13675,<p>6866</p>,incorrect
1486,13677,"<p>How many times does a <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\frac{1}{2}""><span class=""ML__strut"" style=""height:1.33em""></span><span class=""ML__strut--bottom"" style=""height:2.01em;vertical-align:-0.68em""></span><span class=""ML__base""><span class=""mfrac""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.33em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">2</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">1</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span>﻿</span>﻿</span>﻿</span> liter fit in <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434""><span class=""ML__strut"" style=""height:0.65em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span></span></span></span>﻿</span>﻿</span>﻿</span> liters?</p><p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434:\:\frac{1}{2}\:=\:\cdot\cdot\cdot""><span class=""ML__strut"" style=""height:1.33em""></span><span class=""ML__strut--bottom"" style=""height:2.01em;vertical-align:-0.68em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span><span class=""ML__cmr"" style=""margin-left:0.28em"">:</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.33em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">2</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">1</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">⋅</span><span class=""ML__cmr"" style=""margin-left:0.23em"">⋅</span><span class=""ML__cmr"" style=""margin-left:0.23em"">⋅</span></span></span></span>﻿</span>﻿</span>﻿</span></p>",,multi-choice,10,false,15731,13675,"<p>858,5</p>",incorrect
1486,13677,"<p>How many times does a <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\frac{1}{2}""><span class=""ML__strut"" style=""height:1.33em""></span><span class=""ML__strut--bottom"" style=""height:2.01em;vertical-align:-0.68em""></span><span class=""ML__base""><span class=""mfrac""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.33em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">2</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">1</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span>﻿</span>﻿</span>﻿</span> liter fit in <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434""><span class=""ML__strut"" style=""height:0.65em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span></span></span></span>﻿</span>﻿</span>﻿</span> liters?</p><p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434:\:\frac{1}{2}\:=\:\cdot\cdot\cdot""><span class=""ML__strut"" style=""height:1.33em""></span><span class=""ML__strut--bottom"" style=""height:2.01em;vertical-align:-0.68em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span><span class=""ML__cmr"" style=""margin-left:0.28em"">:</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.33em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">2</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">1</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">⋅</span><span class=""ML__cmr"" style=""margin-left:0.23em"">⋅</span><span class=""ML__cmr"" style=""margin-left:0.23em"">⋅</span></span></span></span>﻿</span>﻿</span>﻿</span></p>",,multi-choice,10,false,15733,13675,<p>1718</p>,incorrect
1486,13679,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434\::\:\frac{1}{2}\:""><span class=""ML__strut"" style=""height:1.33em""></span><span class=""ML__strut--bottom"" style=""height:2.01em;vertical-align:-0.68em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">:</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.33em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">2</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">1</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span></span></span></span>﻿</span>﻿</span> is <strong>not </strong>equal to <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""3434\::\:2\:""><span class=""ML__strut"" style=""height:0.65em""></span><span class=""ML__base""><span class=""ML__cmr"">3434</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">:</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">2</span><span class=""mediumspace""></span></span></span></span>﻿</span>﻿</span></p>",13673,,,false,,,,
1487,13697,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{x}\:=\:?""><span class=""ML__strut"" style=""height:0.7em""></span><span class=""ML__base""><span class=""ML__mathit"">x</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">?</span></span></span></span>﻿</span>﻿</span></p>",,multi-choice,10,false,15755,13695,<p>0.017</p>,incorrect
1487,13697,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{x}\:=\:?""><span class=""ML__strut"" style=""height:0.7em""></span><span class=""ML__base""><span class=""ML__mathit"">x</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">?</span></span></span></span>﻿</span>﻿</span></p>",,multi-choice,10,false,15756,13701,<p>0.185</p>,incorrect
1487,13697,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{x}\:=\:?""><span class=""ML__strut"" style=""height:0.7em""></span><span class=""ML__base""><span class=""ML__mathit"">x</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">?</span></span></span></span>﻿</span>﻿</span></p>",,multi-choice,10,false,15757,13707,<p>-0.114</p>,incorrect
1487,13697,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{x}\:=\:?""><span class=""ML__strut"" style=""height:0.7em""></span><span class=""ML__base""><span class=""ML__mathit"">x</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">?</span></span></span></span>﻿</span>﻿</span></p>",,multi-choice,10,false,15758,13695,<p>0.152</p>,incorrect
1487,13697,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{x}\:=\:?""><span class=""ML__strut"" style=""height:0.7em""></span><span class=""ML__base""><span class=""ML__mathit"">x</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">?</span></span></span></span>﻿</span>﻿</span></p>",,multi-choice,10,false,15759,13693,<p>0.093</p>,correct
1487,13697,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{x}\:=\:?""><span class=""ML__strut"" style=""height:0.7em""></span><span class=""ML__base""><span class=""ML__mathit"">x</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">?</span></span></span></span>﻿</span>﻿</span></p>",,multi-choice,10,false,15760,13687,<p>0.020</p>,incorrect
1487,13697,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{x}\:=\:?""><span class=""ML__strut"" style=""height:0.7em""></span><span class=""ML__base""><span class=""ML__mathit"">x</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">?</span></span></span></span>﻿</span>﻿</span></p>",,multi-choice,10,false,15761,13695,<p>0.431</p>,incorrect
1487,13698,"<p>Solve<span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\begin{equation*} \frac{(\mathit{x})(\mathit{x})}{\lparen0.50-\mathit{x})}=0.021 \end{equation*}""><span class=""ML__strut"" style=""height:1.44em""></span><span class=""ML__strut--bottom"" style=""height:2.37em;vertical-align:-0.93em""></span><span class=""ML__base""><span class=""mtable""><span class=""arraycolsep"" style=""width:0.5em""></span><span class=""col-align-c""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.44em""><span style=""top:-3.43em""><span class=""pstrut"" style=""height:3.43em""></span><span><span class=""mfrac""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.43em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">(</span><span class=""ML__cmr"">0.50</span><span class=""ML__cmr"" style=""margin-left:0.23em"">−</span><span class=""ML__mathit"" style=""margin-left:0.23em"">x</span><span class=""ML__cmr"">)</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">(</span><span class=""ML__mathit"">x</span><span class=""ML__cmr"">)</span><span class=""ML__cmr"">(</span><span class=""ML__mathit"">x</span><span class=""ML__cmr"">)</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.94em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""ML__cmr"" style=""margin-left:0.28em"">0</span><span class=""ML__cmr"">.021</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.94em""></span></span></span></span><span class=""arraycolsep"" style=""width:0.5em""></span></span></span></span></span>﻿</span>﻿</span>﻿</span>﻿</span>for <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{x}""><span class=""ML__strut"" style=""height:0.44em""></span><span class=""ML__base""><span class=""ML__mathit"">x</span></span></span></span>﻿</span>﻿</span>﻿</span>﻿</span>.</p><p>Give your answer to 3 decimal places.</p>",,free-text,8,false,15762,13693,<p>0.093</p>,correct
